GeneMark.hmm PROKARYOTIC (Version 3.20)
Date: Sat Jun 20 16:08:48 2020
Sequence file name: sequence
Model file name: itr_2.mod
RBS: true
Model information: GeneMarkS_default_gcode_1

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 3047        +     7281583     7282929         1347        1
 3048        +     7286328     7287431         1104        1
 3049        +     7287613     7288728         1116        1
 3050        +     7289355     7290911         1557        1
 3051        +     7291144     7292349         1206        1
 3052        +     7292907     7293998         1092        1
 3053        +     7294670     7296343         1674        1
 3054        +     7297190     7297750          561        1
 3055        +     7298587     7299855         1269        1
 3056        +    <7300276     7305432         5157        1
 3057        +     7305907     7306698          792        1
 3058        +     7307314     7308204          891        1
 3059        +     7308922     7309368          447        1
 3060        +     7310235     7311035          801        1
 3061        +     7311399     7312892         1494        1
 3062        +     7313077     7317423         4347        1
 3063        +     7318110     7318781          672        1
 3064        +     7319502     7323125         3624        1
 3065        +     7323570     7335485        11916        1
 3066        +     7335834     7336970         1137        1
 3067        +    <7337344     7339374         2031        1
 3068        +     7340403     7342454         2052        1
 3069        +     7343455     7343805          351        1
 3070        +     7347234     7350155         2922        1
 3071        +     7351717     7353213         1497        1
 3072        +     7354310     7355011          702        1
 3073        +    <7355163     7355468          306        1
 3074        +     7355623     7356639         1017        1
 3075        +     7357585     7358370          786        1
 3076        +     7358831     7360918         2088        1
 3077        +     7361225     7363987         2763        1
 3078        +     7364224     7365597         1374        1
 3079        +     7366422     7367780         1359        1
 3080        +     7368619     7370274         1656        1
 3081        +     7370991     7371671          681        1
 3082        +     7373212     7374576         1365        1
 3083        +     7375363     7376469         1107        1
 3084        +    <7377140     7380049         2910        1
 3085        +     7380707     7382089         1383        1
 3086        +     7382691     7383323          633        1
 3087        +     7383782     7384750          969        1
 3088        +    <7387010     7389100         2091        1
 3089        +     7389677     7392484         2808        1
 3090        +     7393668     7396781         3114        1
 3091        +     7397999     7398754          756        1
 3092        +     7399255     7400847         1593        1
 3093        +     7401219     7403495         2277        1
 3094        +     7404375     7406840         2466        1
 3095        +     7407395     7408633         1239        1
 3096        +     7409270     7410922         1653        1
 3097        +     7411308     7413509         2202        1
 3098        +     7414641     7415648         1008        1
 3099        +     7420289     7423180         2892        1
 3100        +     7424324     7426708         2385        1
 3101        +     7427646     7430243         2598        1
 3102        +     7430800     7431993         1194        1
 3103        +     7435645     7438026         2382        1
 3104        +     7438821     7439312          492        1
 3105        +     7440135     7441277         1143        1
 3106        +     7441818     7443257         1440        1
 3107        +     7443690     7444781         1092        1
 3108        +     7445073     7446719         1647        1
 3109        +     7447300     7448169          870        1
 3110        +     7449017     7449568          552        1
 3111        +     7452967     7453320          354        1
 3112        +     7454876     7455967         1092        1
 3113        +     7456269     7457543         1275        1
 3114        +     7458301     7459563         1263        1
 3115        +     7461417     7462853         1437        1
 3116        +     7464535     7467528         2994        1
 3117        +     7468208     7469185          978        1
 3118        +     7469772     7470341          570        1
 3119        +     7470993     7471829          837        1
 3120        +     7473611     7474804         1194        1
 3121        +     7475500     7476639         1140        1
 3122        +    <7476980     7478806         1827        1
 3123        +     7479591     7480133          543        1
 3124        +     7481051     7483933         2883        1
 3125        +     7484172     7485656         1485        1
 3126        +     7486239     7487507         1269        1
 3127        +     7487860     7489668         1809        1
 3128        +     7489898     7491127         1230        1
 3129        +     7492709     7493761         1053        1
 3130        +     7494406     7495695         1290        1
 3131        +     7496264     7498801         2538        1
 3132        +     7499748     7501220         1473        1
 3133        +     7503972     7505927         1956        1
 3134        +    <7506221     7506964          744        1
 3135        +     7508065     7509297         1233        1
 3136        +     7510048     7511439         1392        1
 3137        +     7511649     7512932         1284        1
 3138        +     7513373     7515757         2385        1
 3139        +     7516323     7518815         2493        1
 3140        +     7519081     7520553         1473        1
 3141        +     7520878     7522071         1194        1
 3142        +     7523327     7524775         1449        1
 3143        +     7525709     7527556         1848        1
 3144        +     7528223     7529770         1548        1
 3145        +     7530487     7532001         1515        1
 3146        +     7532790     7533569          780        1
 3147        +     7534414     7536573         2160        1
 3148        +     7536974     7538188         1215        1
 3149        +     7538595     7539419          825        1
 3150        +     7540017     7541333         1317        1
 3151        +     7541989     7543527         1539        1
 3152        +     7544069     7548445         4377        1
 3153        +     7549277     7550167          891        1
 3154        +     7551113     7551616          504        1
 3155        +     7552675     7552995          321        1
 3156        +     7553098     7553430          333        1
 3157        +     7553916     7555499         1584        1
 3158        +     7555850     7558339         2490        1
 3159        +     7559009     7560082         1074        1
 3160        +     7560683     7562719         2037        1
 3161        +     7564481     7565671         1191        1
 3162        +     7565889     7568147         2259        1
 3163        +     7568654     7569706         1053        1
 3164        +     7571398     7572045          648        1
 3165        +     7573659     7574147          489        1
 3166        +     7575638     7576060          423        1
 3167        +     7577582     7579327         1746        1
 3168        +     7579785     7580561          777        1
 3169        +     7581257     7582423         1167        1
 3170        +     7583262     7584599         1338        1
 3171        +     7585969     7588029         2061        1
 3172        +     7589626     7591380         1755        1
 3173        +     7592402     7593373          972        1
 3174        +     7593985     7595007         1023        1
 3175        +     7595528     7597315         1788        1
 3176        +     7598801     7600294         1494        1
 3177        +     7601007     7602392         1386        1
 3178        +     7602822     7604267         1446        1
 3179        +     7604689     7606473         1785        1
 3180        +     7607260     7608450         1191        1
 3181        +     7609933     7611639         1707        1
 3182        +     7612060     7613715         1656        1
 3183        +     7613913     7615088         1176        1
 3184        +     7615403     7616443         1041        1
 3185        +     7617027     7618109         1083        1
 3186        +     7619375     7620385         1011        1
 3187        +     7621387     7622766         1380        1
 3188        +     7623323     7623910          588        1
 3189        +     7624485     7626323         1839        1
 3190        +     7626948     7628387         1440        1
 3191        +     7629109     7629522          414        1
 3192        +     7630398     7631567         1170        1
 3193        +     7631985     7635335         3351        1
 3194        +     7635956     7637236         1281        1
 3195        +     7637810     7639198         1389        1
 3196        +     7641559     7642458          900        1
 3197        +     7642823     7643710          888        1
 3198        +     7643891     7645240         1350        1
 3199        +     7645814     7647877         2064        1
 3200        +    <7648182     7651592         3411        1
 3201        +    <7651826     7653322         1497        1
 3202        +     7653846     7654637          792        1
 3203        +     7656988     7659687         2700        1
 3204        +     7660369     7661847         1479        1
 3205        +     7662087     7663511         1425        1
 3206        +     7666353     7668098         1746        1
 3207        +     7668820     7670649         1830        1
 3208        +     7671383     7672561         1179        1
 3209        +     7674111     7675157         1047        1
 3210        +    <7675614     7676933         1320        1
 3211        +     7677482     7679689         2208        1
 3212        +     7680340     7681161          822        1
 3213        +     7681742     7682173          432        1
 3214        +     7683212     7684255         1044        1
 3215        +     7684745     7685668          924        1
 3216        +     7687979     7689493         1515        1
 3217        +     7689993     7691195         1203        1
 3218        +     7692937     7693419          483        1
 3219        +    <7695052     7696539         1488        1
 3220        +     7696875     7698203         1329        1
 3221        +     7699438     7700778         1341        1
 3222        +     7701266     7703959         2694        1
 3223        +     7704295     7705044          750        1
 3224        +     7705330     7706433         1104        1
 3225        +     7707287     7708558         1272        1
 3226        +     7708776     7710632         1857        1
 3227        +     7712540     7713988         1449        1
 3228        +     7714355     7715911         1557        1
 3229        +     7716363     7717091          729        1
 3230        +     7718380     7720074         1695        1
 3231        +     7722033     7723706         1674        1
 3232        +     7726171     7727910         1740        1
 3233        +     7729203     7730135          933        1
 3234        +     7731046     7732725         1680        1
 3235        +     7733071     7735569         2499        1
 3236        +     7736396     7737955         1560        1
 3237        +     7738655     7739674         1020        1
 3238        +     7742082     7743803         1722        1
 3239        +     7744270     7745043          774        1
 3240        +     7745619     7749725         4107        1
 3241        +     7752051     7753127         1077        1
 3242        +     7753962     7755701         1740        1
 3243        +     7756230     7757342         1113        1
 3244        +     7758394     7760139         1746        1
 3245        +     7760809     7761948         1140        1
 3246        +     7762293     7763432         1140        1
 3247        +     7763600     7764739         1140        1
 3248        +     7764790     7765929         1140        1
 3249        +     7766528     7768192         1665        1
 3250        +     7769177     7770835         1659        1
 3251        +     7772535     7773617         1083        1
 3252        +     7773941     7774831          891        1
 3253        +     7775204     7776049          846        1
 3254        +    <7776283     7777662         1380        1
 3255        +     7778259     7779164          906        1
 3256        +     7779329     7780399         1071        1
 3257        +     7780664     7782610         1947        1
 3258        +     7782986     7783336          351        1
 3259        +     7784807     7786450         1644        1
 3260        +     7786506     7788527         2022        1
 3261        +     7788828     7790384         1557        1
 3262        +     7790712     7792733         2022        1
 3263        +     7792916     7794166         1251        1
 3264        +     7794631     7795323          693        1
 3265        +     7795597     7797054         1458        1
 3266        +     7797801     7798835         1035        1
 3267        +     7799556     7800365          810        1
 3268        +     7800930     7801898          969        1
 3269        +     7802924     7803265          342        1
 3270        +     7803934     7805061         1128        1
 3271        +     7805988     7807718         1731        1
 3272        +     7809905     7811341         1437        1
 3273        +     7812118     7813530         1413        1
 3274        +     7814314     7816242         1929        1
 3275        +     7816457     7817239          783        1
 3276        +     7817899     7818327          429        1
 3277        +    <7818852     7821452         2601        1
 3278        +     7822196     7823614         1419        1
 3279        +     7824429     7825706         1278        1
 3280        +     7826186     7827466         1281        1
 3281        +     7827654     7829606         1953        1
 3282        +     7830425     7832473         2049        1
 3283        +     7832993     7834066         1074        1
 3284        +     7834369     7835199          831        1
 3285        +     7835731     7837533         1803        1
 3286        +     7838264     7839802         1539        1
 3287        +     7840158     7841246         1089        1
 3288        +     7842275     7844233         1959        1
 3289        +     7844827     7845912         1086        1
 3290        +     7846504     7846971          468        1
 3291        +     7847793     7848425          633        1
 3292        +     7850043     7851419         1377        1
 3293        +     7854648     7856993         2346        1
 3294        +     7857775     7858509          735        1
 3295        +     7859988     7861466         1479        1
 3296        +     7862650     7865544         2895        1
 3297        +     7866254     7866727          474        1
 3298        +     7867516     7868340          825        1
 3299        +     7868784     7873292         4509        1
 3300        +     7873670     7875457         1788        1
 3301        +     7875855     7878794         2940        1
 3302        +     7879444     7880739         1296        1
 3303        +     7881118     7882596         1479        1
 3304        +     7883884     7884849          966        1
 3305        +     7887607     7889220         1614        1
 3306        +     7889968     7891218         1251        1
 3307        +     7894109     7895722         1614        1
 3308        +     7896477     7898054         1578        1
 3309        +     7899354     7900172          819        1
 3310        +     7902730     7903857         1128        1
 3311        +     7904400     7905092          693        1
 3312        +     7906575     7907609         1035        1
 3313        +     7908101     7909078          978        1
 3314        +    <7909247     7911538         2292        1
 3315        +     7911855     7912712          858        1
 3316        +     7913705     7914535          831        1
 3317        +     7914929     7916614         1686        1
 3318        +     7917107     7918105          999        1
 3319        +     7918792     7920555         1764        1
 3320        +     7920792     7922069         1278        1
 3321        +     7924256     7927543         3288        1
 3322        +     7929346     7935213         5868        1
 3323        +     7936308     7936817          510        1
 3324        +     7937454     7940156         2703        1
 3325        +     7940657     7942735         2079        1
 3326        +     7943000     7944523         1524        1
 3327        +     7944983     7945831          849        1
 3328        +     7946115     7948646         2532        1
 3329        +     7950788     7952050         1263        1
 3330        +     7952302     7956852         4551        1
 3331        +     7957137     7957871          735        1
 3332        +     7958912     7959532          621        1
 3333        +     7959688     7963857         4170        1
 3334        +     7965688     7966458          771        1
 3335        +     7967172     7968068          897        1
 3336        +     7968543     7969541          999        1
 3337        +     7969925     7970989         1065        1
 3338        +     7971701     7972228          528        1
 3339        +     7972851     7973417          567        1
 3340        +     7974074     7974493          420        1
 3341        +     7976225     7976773          549        1
 3342        +     7977792     7978931         1140        1
 3343        +     7979563     7980087          525        1
 3344        +     7981799     7983472         1674        1
 3345        +     7984192     7986402         2211        1
 3346        +     7989684     7994726         5043        1
 3347        +     7995958     7996806          849        1
 3348        +     7997282     7999204         1923        1
 3349        +     8002603     8005158         2556        1
 3350        +     8006485     8007405          921        1
 3351        +     8007863     8009482         1620        1
 3352        +     8009869     8011410         1542        1
 3353        +     8011958     8012962         1005        1
 3354        +     8014147     8015112          966        1
 3355        +     8016269     8017303         1035        1
 3356        +     8017593     8017937          345        1
 3357        +     8020376     8020708          333        1
 3358        +     8021692     8023221         1530        1
 3359        +     8023474     8024034          561        1
 3360        +     8026975     8028081         1107        1
 3361        +     8028907     8029506          600        1
 3362        +     8030152     8031183         1032        1
 3363        +     8032708     8033145          438        1
 3364        +     8034409     8035245          837        1
 3365        +     8035435     8035986          552        1
 3366        +     8036890     8037630          741        1
 3367        +     8037956     8039125         1170        1
 3368        +     8040037     8040975          939        1
 3369        +     8041684     8043399         1716        1
 3370        +     8043962     8044948          987        1
 3371        +     8045280     8046086          807        1
 3372        +     8046689     8047723         1035        1
 3373        +     8048054     8049658         1605        1
 3374        +     8050247     8052070         1824        1
 3375        +     8052756     8053865         1110        1
 3376        +     8054266     8055873         1608        1
 3377        +     8056476     8058254         1779        1
 3378        +     8060782     8061951         1170        1
 3379        +     8063238     8063810          573        1
 3380        +     8064406     8065743         1338        1
 3381        +    <8065980     8069072         3093        1
 3382        +     8069316     8070116          801        1
 3383        +     8072315     8073025          711        1
 3384        +     8074436     8076148         1713        1
 3385        +     8076748     8078265         1518        1
 3386        +     8079551     8081044         1494        1
 3387        +     8081783     8082772          990        1
 3388        +     8083746     8086547         2802        1
 3389        +     8087199     8089142         1944        1
 3390        +     8089412     8090329          918        1
 3391        +     8092998     8096135         3138        1
 3392        +     8096899     8097909         1011        1
 3393        +     8098630     8099415          786        1
 3394        +     8101157     8101558          402        1
 3395        +     8103181     8104671         1491        1
 3396        +     8105141     8106100          960        1
 3397        +     8106810     8107634          825        1
 3398        +     8108226     8111225         3000        1
 3399        +     8112892     8113641          750        1
 3400        +     8114896     8116539         1644        1
 3401        +     8118554     8119330          777        1
 3402        +     8120015     8121196         1182        1
 3403        +     8121695     8123440         1746        1
 3404        +     8124037     8125128         1092        1
 3405        +     8126890     8127927         1038        1
 3406        +     8128583     8129590         1008        1
 3407        +     8129849     8130892         1044        1
 3408        +     8131760     8133853         2094        1
 3409        +     8135181     8140124         4944        1
 3410        +     8140599     8141504          906        1
 3411        +     8142162     8143724         1563        1
 3412        +     8144253     8145719         1467        1
 3413        +     8147287     8148267          981        1
 3414        +     8149771     8150709          939        1
 3415        +     8151220     8152485         1266        1
 3416        +     8153009     8153791          783        1
 3417        +     8154233     8154562          330        1
 3418        +     8155236     8156258         1023        1
 3419        +     8156924     8157622          699        1
 3420        +     8159980     8161575         1596        1
 3421        +     8162994     8163986          993        1
 3422        +     8164318     8165325         1008        1
 3423        +    <8165786     8167330         1545        1
 3424        +     8167596     8170214         2619        1
 3425        +    <8170484     8173801         3318        1
 3426        +     8174502     8175848         1347        1
 3427        +     8177011     8180406         3396        1
 3428        +     8181311     8188345         7035        1
 3429        +     8190005     8191678         1674        1
 3430        +     8192127     8193857         1731        1
 3431        +     8194642     8196774         2133        1
 3432        +    <8197893     8199905         2013        1
 3433        +     8201622     8203586         1965        1
 3434        +     8205289     8207781         2493        1
 3435        +    <8208006     8222189        14184        1
 3436        +     8222591     8224573         1983        1
 3437        +     8225089     8225952          864        1
 3438        +     8226412     8227206          795        1
 3439        +     8230091     8231356         1266        1
 3440        +     8233349     8235196         1848        1
 3441        +     8235982     8236395          414        1
 3442        +     8237199     8237891          693        1
 3443        +     8238494     8241415         2922        1
 3444        +     8241906     8243864         1959        1
 3445        +     8245739     8246926         1188        1
 3446        +     8248464     8251355         2892        1
 3447        +     8254540     8255790         1251        1
 3448        +     8257501     8258613         1113        1
 3449        +     8260820     8261710          891        1
 3450        +     8262116     8263501         1386        1
 3451        +     8263671     8265413         1743        1
 3452        +     8266204     8269647         3444        1
 3453        +     8270521     8272470         1950        1
 3454        +     8272764     8273804         1041        1
 3455        +     8273869     8276067         2199        1
 3456        +     8276738     8277439          702        1
 3457        +     8278633     8282397         3765        1
 3458        +     8282861     8286313         3453        1
 3459        +     8288551     8290761         2211        1
 3460        +     8291021     8292304         1284        1
 3461        +     8293762     8294910         1149        1
 3462        +     8295230     8296270         1041        1
 3463        +     8297091     8297813          723        1
 3464        +     8298659     8299744         1086        1
 3465        +     8300786     8301832         1047        1
 3466        +     8302427     8304241         1815        1
 3467        +     8304624     8305439          816        1
 3468        +     8305869     8306858          990        1
 3469        +     8307464     8308072          609        1
 3470        +     8308826     8309389          564        1
 3471        +     8310312     8311034          723        1
 3472        +     8311601     8312494          894        1
 3473        +     8315791     8317260         1470        1
 3474        +     8317670     8318518          849        1
 3475        +     8318746     8319483          738        1
 3476        +     8320885     8322387         1503        1
 3477        +     8323307     8324323         1017        1
 3478        +     8325255     8326943         1689        1
 3479        +     8327610     8330345         2736        1
 3480        +     8330817     8332454         1638        1
 3481        +     8332753     8334237         1485        1
 3482        +     8336551     8338254         1704        1
 3483        +     8338952     8339578          627        1
 3484        +     8339950     8342415         2466        1
 3485        +     8342963     8346979         4017        1
 3486        +     8347444     8349060         1617        1
 3487        +     8351300     8353171         1872        1
 3488        +     8353885     8354844          960        1
 3489        +     8355561     8356607         1047        1
 3490        +     8356925     8357341          417        1
 3491        +     8357941     8358663          723        1
 3492        +     8359457     8361193         1737        1
 3493        +     8362855     8364600         1746        1
 3494        +     8364839     8365168          330        1
 3495        +     8368065     8368481          417        1
 3496        +     8368661     8369296          636        1
 3497        +     8370000     8371988         1989        1
 3498        +     8372683     8373219          537        1
 3499        +     8374203     8375822         1620        1
 3500        +     8378384     8379700         1317        1
 3501        +     8381837     8383363         1527        1
 3502        +     8384413     8386716         2304        1
 3503        +     8387397     8390540         3144        1
 3504        +     8391045     8394392         3348        1
 3505        +     8394606     8396480         1875        1
 3506        +     8397099     8398637         1539        1
 3507        +     8401667     8404234         2568        1
 3508        +     8405427     8407151         1725        1
 3509        +     8407545     8409581         2037        1
 3510        +     8409782     8410792         1011        1
 3511        +     8414777     8415613          837        1
 3512        +     8417440     8418948         1509        1
 3513        +     8419841     8420602          762        1
 3514        +     8421188     8421949          762        1
 3515        +     8422311     8423072          762        1
 3516        +     8423541     8424329          789        1
 3517        +     8426232     8430320         4089        1
 3518        +     8431354     8432043          690        1
 3519        +     8433210     8435726         2517        1
 3520        +     8436427     8437407          981        1
 3521        +     8438282     8439715         1434        1
 3522        +     8440188     8442698         2511        1
 3523        +     8443093     8443398          306        1
 3524        +     8444041     8444757          717        1
 3525        +     8445698     8446084          387        1
 3526        +     8447570     8448895         1326        1
 3527        +     8449438     8450706         1269        1
 3528        +     8451463     8452599         1137        1
 3529        +     8454675     8455580          906        1
 3530        +     8456016     8456960          945        1
 3531        +     8457393     8458958         1566        1
 3532        +     8460779     8461084          306        1
 3533        +     8461275     8462465         1191        1
 3534        +     8463059     8464726         1668        1
 3535        +     8465424     8466566         1143        1
 3536        +     8468054     8468797          744        1
 3537        +     8469018     8469434          417        1
 3538        +     8470917     8471330          414        1
 3539        +     8471479     8471808          330        1
 3540        +     8474823     8475875         1053        1
 3541        +     8476766     8479711         2946        1
 3542        +     8480264     8481142          879        1
 3543        +     8481735     8482991         1257        1
 3544        +     8483692     8484516          825        1
 3545        +     8485172     8485804          633        1
 3546        +     8486451     8488571         2121        1
 3547        +     8488927     8494440         5514        1
 3548        +     8495388     8498549         3162        1
 3549        +     8500911     8501927         1017        1
 3550        +     8502835     8504199         1365        1
 3551        +     8504840     8506195         1356        1
 3552        +     8506742     8507632          891        1
 3553        +     8509311     8510372         1062        1
 3554        +     8510755     8511774         1020        1
 3555        +     8514242     8515642         1401        1
 3556        +     8516735     8517574          840        1
 3557        +     8520347     8522428         2082        1
 3558        +     8523978     8525966         1989        1
 3559        +     8526943     8528598         1656        1
 3560        +     8530756     8533776         3021        1
 3561        +     8533965     8535749         1785        1
 3562        +     8536727     8538022         1296        1
 3563        +     8538433     8540067         1635        1
 3564        +     8540473     8541615         1143        1
 3565        +     8542489     8546613         4125        1
 3566        +     8546643     8546969          327        1
 3567        +     8548084     8549757         1674        1
 3568        +     8551657     8553486         1830        1
 3569        +     8553772     8557098         3327        1
 3570        +     8557756     8559963         2208        1
 3571        +     8560313     8561881         1569        1
 3572        +     8562392     8563108          717        1
 3573        +     8566362     8568989         2628        1
 3574        +     8570141     8571787         1647        1
 3575        +     8572545     8573981         1437        1
 3576        +     8578082     8581204         3123        1
 3577        +     8582133     8583158         1026        1
 3578        +     8583436     8584521         1086        1
 3579        +     8585659     8587377         1719        1
 3580        +     8587841     8589172         1332        1
 3581        +     8589798     8590853         1056        1
 3582        +     8591451     8592593         1143        1
 3583        +     8592919     8594091         1173        1
 3584        +     8594807     8596216         1410        1
 3585        +     8597116     8597799          684        1
 3586        +     8598098     8599081          984        1
 3587        +    <8599379     8600521         1143        1
 3588        +     8601486     8603279         1794        1
 3589        +     8605622     8606062          441        1
 3590        +     8608448     8609869         1422        1
 3591        +     8610493     8613339         2847        1
 3592        +     8614144     8615817         1674        1
 3593        +     8616332     8617297          966        1
 3594        +    <8618290     8621607         3318        1
 3595        +     8623462     8624817         1356        1
 3596        +     8625194     8626882         1689        1
 3597        +     8627267     8629714         2448        1
 3598        +     8630079     8630459          381        1
 3599        +     8631615     8632013          399        1
 3600        +     8633303     8633671          369        1
 3601        +     8635358     8635705          348        1
 3602        +     8637602     8638024          423        1
 3603        +     8638430     8638828          399        1
 3604        +     8640497     8640880          384        1
 3605        +     8641313     8641762          450        1
 3606        +     8643565     8644038          474        1
 3607        +     8645160     8645954          795        1
 3608        +     8646350     8647291          942        1
 3609        +     8648554     8649993         1440        1
 3610        +     8650311     8651483         1173        1
 3611        +     8653930     8654931         1002        1
 3612        +     8655544     8656125          582        1
 3613        +     8656618     8657553          936        1
 3614        +     8659115     8666347         7233        1
 3615        +     8667134     8667616          483        1
 3616        +     8668225     8668644          420        1
 3617        +     8669659     8671848         2190        1
 3618        +     8672425     8673309          885        1
 3619        +     8673678     8674589          912        1
 3620        +     8675039     8677255         2217        1
 3621        +     8677929     8678951         1023        1
 3622        +     8679497     8680810         1314        1
 3623        +     8681241     8682974         1734        1
 3624        +     8683310     8685196         1887        1
 3625        +     8686653     8687006          354        1
 3626        +     8687811     8691131         3321        1
 3627        +     8691764     8692294          531        1
 3628        +     8692695     8693693          999        1
 3629        +     8694445     8697510         3066        1
 3630        +     8697785     8698651          867        1
 3631        +     8699441     8701606         2166        1
 3632        +     8701801     8703459         1659        1
 3633        +    <8703586     8706792         3207        1
 3634        +     8707276     8708064          789        1
 3635        +     8708542     8709909         1368        1
 3636        +     8711014     8712756         1743        1
 3637        +     8716855     8719806         2952        1
 3638        +     8720494     8722332         1839        1
 3639        +     8722724     8724244         1521        1
 3640        +     8724860     8727448         2589        1
 3641        +     8728742     8729797         1056        1
 3642        +     8730037     8732910         2874        1
 3643        +     8733185     8736211         3027        1
 3644        +     8736650     8745088         8439        1
 3645        +     8745672     8747111         1440        1
 3646        +     8747880     8749655         1776        1
 3647        +     8750177     8752342         2166        1
 3648        +    <8752876     8754444         1569        1
 3649        +     8755350     8757986         2637        1
 3650        +     8758152     8762156         4005        1
 3651        +     8763257     8767084         3828        1
 3652        +     8768031     8772611         4581        1
 3653        +     8772944     8773930          987        1
 3654        +     8774309     8774881          573        1
 3655        +     8775593     8776222          630        1
 3656        +     8776899     8778146         1248        1
 3657        +     8778708     8781479         2772        1
 3658        +     8782077     8783468         1392        1
 3659        +     8784202     8788077         3876        1
 3660        +     8788996     8790633         1638        1
 3661        +     8791131     8792336         1206        1
 3662        +     8792730     8795819         3090        1
 3663        +     8796912     8798414         1503        1
 3664        +     8798963     8800570         1608        1
 3665        +     8801618     8802361          744        1
 3666        +     8804166     8805767         1602        1
 3667        +     8806198     8807172          975        1
 3668        +    <8807563     8811222         3660        1
 3669        +     8811416     8813674         2259        1
 3670        +     8813977     8816898         2922        1
 3671        +     8817907     8819946         2040        1
 3672        +     8820331     8824281         3951        1
 3673        +     8824845     8825912         1068        1
 3674        +     8827601     8828203          603        1
 3675        +     8828459     8829640         1182        1
 3676        +     8830398     8831054          657        1
 3677        +    <8831202     8831792          591        1
 3678        +     8833079     8835001         1923        1
 3679        +     8836267     8837592         1326        1
 3680        +     8838113     8839732         1620        1
 3681        +     8840128     8841000          873        1
 3682        +    <8841124     8841606          483        1
 3683        +     8842233     8844995         2763        1
 3684        +    <8845184     8846038          855        1
 3685        +     8846417     8847268          852        1
 3686        +     8848127     8849068          942        1
 3687        +     8849594     8851804         2211        1
 3688        +     8852558     8854048         1491        1
 3689        +     8855195     8855821          627        1
 3690        +     8855873     8856187          315        1
 3691        +     8856863     8857393          531        1
 3692        +     8858045     8859496         1452        1
 3693        +     8859973     8862135         2163        1
 3694        +     8862843     8864081         1239        1
 3695        +     8864403     8865773         1371        1
 3696        +     8866903     8868087         1185        1
 3697        +     8868424     8869479         1056        1
 3698        +     8870643     8871311          669        1
 3699        +     8872772     8875240         2469        1
 3700        +     8875938     8876843          906        1
 3701        +    <8877334     8877960          627        1
 3702        +     8879172     8880026          855        1
 3703        +     8881031     8882551         1521        1
 3704        +     8883285     8885753         2469        1
 3705        +     8887191     8891174         3984        1
 3706        +     8891770     8893242         1473        1
 3707        +     8894019     8896448         2430        1
 3708        +    <8896623     8898929         2307        1
 3709        +     8899593     8903978         4386        1
 3710        +     8904786     8905745          960        1
 3711        +     8906549     8907775         1227        1
 3712        +     8908304     8909236          933        1
 3713        +     8909875     8911113         1239        1
 3714        +     8911789     8912850         1062        1
 3715        +    <8913593     8914438          846        1
 3716        +     8915372     8915947          576        1
 3717        +     8919340     8919945          606        1
 3718        +     8920277     8920732          456        1
 3719        +     8924272     8927256         2985        1
 3720        +     8928779     8930344         1566        1
 3721        +     8931213     8931896          684        1
 3722        +     8932641     8934551         1911        1
 3723        +    <8935365     8935739          375        1
 3724        +     8938561     8943252         4692        1
 3725        +     8944208     8944588          381        1
 3726        +     8945583     8946443          861        1
 3727        +     8947032     8947853          822        1
 3728        +     8948467     8950224         1758        1
 3729        +     8950707     8951726         1020        1
 3730        +     8952743     8955799         3057        1
 3731        +     8956331     8957812         1482        1
 3732        +     8958212     8958811          600        1
 3733        +     8959740     8960114          375        1
 3734        +     8962880     8964277         1398        1
 3735        +     8965180     8965791          612        1
 3736        +     8966493     8967101          609        1
 3737        +     8967620     8968687         1068        1
 3738        +     8969046     8970359         1314        1
 3739        +     8971412     8973121         1710        1
 3740        +     8973647     8974117          471        1
 3741        +     8975224     8975823          600        1
 3742        +     8976535     8977884         1350        1
 3743        +     8978277     8981012         2736        1
 3744        +     8981444     8982610         1167        1
 3745        +     8983079     8983432          354        1
 3746        +    <8983821     8985080         1260        1
 3747        +     8985697     8986491          795        1
 3748        +     8987043     8989592         2550        1
 3749        +     8990038     8990670          633        1
 3750        +     8991196     8992800         1605        1
 3751        +     8993432     8993926          495        1
 3752        +     8995488     8997008         1521        1
 3753        +     8998299     9001331         3033        1
 3754        +     9001578     9002978         1401        1
 3755        +     9003431     9005764         2334        1
 3756        +     9006788     9007774          987        1
 3757        +     9008416     9011970         3555        1
 3758        +     9012645     9013259          615        1
 3759        +     9014042     9016030         1989        1
 3760        +     9016471     9017976         1506        1
 3761        +     9018374     9020866         2493        1
 3762        +    <9021135     9022034          900        1
 3763        +     9022342     9023337          996        1
 3764        +     9024075     9025046          972        1
 3765        +     9025097     9029206         4110        1
 3766        +     9029498     9031336         1839        1
 3767        +     9032097     9033791         1695        1
 3768        +     9034764     9035417          654        1
 3769        +     9036384     9038135         1752        1
 3770        +     9038992     9040320         1329        1
 3771        +     9041751     9042077          327        1
 3772        +     9042932     9043525          594        1
 3773        +     9044973     9045842          870        1
 3774        +     9046064     9046711          648        1
 3775        +     9048079     9049752         1674        1
 3776        +     9050575     9053112         2538        1
 3777        +     9053460     9054701         1242        1
 3778        +     9054944     9057814         2871        1
 3779        +     9058309     9059010          702        1
 3780        +     9059611     9060831         1221        1
 3781        +     9061330     9064362         3033        1
 3782        +     9065052     9069146         4095        1
 3783        +     9069930     9071081         1152        1
 3784        +     9072493     9074022         1530        1
